prediction_id,feedback_timestamp,step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFlaggedFraud,customer_email,prediction,predicted_label,fraud_probability,threshold,model_name,user_feedback,ground_truth_label,feedback_notes
realistic-prod-0014,2026-03-28T23:43:58.064806+00:00,681,PAYMENT,19095.85,2244.0,0.0,0.0,0.0,0,payment.client0014@bankmail.com,0,not_fraud,0.0198768410748,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0015,2026-03-29T05:43:58.064806+00:00,284,CASH_OUT,143017.34,152622.0,9604.66,117738.16,260755.49,0,cashout.client0015@bankmail.com,0,not_fraud,0.0615239725115434,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0016,2026-03-29T11:43:58.064806+00:00,353,CASH_OUT,271492.63,104126.0,0.0,143727.57,415220.2,0,cashout.client0016@bankmail.com,0,not_fraud,0.1684100641181651,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0017,2026-03-29T17:43:58.064806+00:00,38,PAYMENT,5967.93,25904.77,19936.83,0.0,0.0,0,payment.client0017@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0018,2026-03-29T23:43:58.064806+00:00,140,CASH_IN,256601.26,4833718.11,5090319.37,258369.02,1767.77,0,cashin.client0018@bankmail.com,0,not_fraud,0.0051294191919191,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0019,2026-03-30T05:43:58.064806+00:00,179,CASH_OUT,199473.69,13329.79,0.0,3918864.45,4118338.14,0,cashout.client0019@bankmail.com,0,not_fraud,0.0154288250982223,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0020,2026-03-30T11:43:58.064806+00:00,36,CASH_IN,99359.1,59896.0,159255.1,21057.42,0.0,0,cashin.client0020@bankmail.com,0,not_fraud,0.0011262540223357,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0021,2026-03-30T17:43:58.064806+00:00,688,CASH_IN,403058.89,1312289.35,1715348.23,855242.82,452183.93,0,cashin.client0021@bankmail.com,0,not_fraud,0.0180085618457995,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0022,2026-03-30T23:43:58.064806+00:00,135,CASH_IN,38877.64,484237.93,523115.58,819752.54,780874.9,0,cashin.client0022@bankmail.com,0,not_fraud,0.0049400252525252,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0023,2026-03-31T05:43:58.064806+00:00,236,CASH_OUT,128955.2,0.0,0.0,242911.46,371866.66,0,cashout.client0023@bankmail.com,0,not_fraud,0.0102181118701009,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0024,2026-03-31T11:43:58.064806+00:00,324,TRANSFER,21580.37,21580.37,0.0,0.0,0.0,0,transfer.client0024@bankmail.com,1,fraud,0.7783643742105926,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0025,2026-03-31T17:43:58.064806+00:00,241,CASH_OUT,657417.64,657417.64,0.0,0.0,657417.64,0,cashout.client0025@bankmail.com,1,fraud,0.7932186956000226,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0026,2026-03-31T23:43:58.064806+00:00,71,TRANSFER,91691.75,91691.75,0.0,0.0,0.0,0,transfer.client0026@bankmail.com,1,fraud,0.9702231138883848,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0027,2026-04-01T05:43:58.064806+00:00,16,CASH_OUT,220471.15,80587.46,0.0,1169482.76,1389953.91,0,cashout.client0027@bankmail.com,0,not_fraud,0.1288344144838054,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0028,2026-04-01T11:43:58.064806+00:00,274,CASH_OUT,17176.37,0.0,0.0,32352.09,49528.46,0,cashout.client0028@bankmail.com,0,not_fraud,0.0483383906533601,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0029,2026-04-01T17:43:58.064806+00:00,133,PAYMENT,23765.12,199307.0,175541.88,0.0,0.0,0,payment.client0029@bankmail.com,0,not_fraud,0.0046758426051336,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0030,2026-04-01T23:43:58.064806+00:00,311,PAYMENT,2153.25,25271.0,23117.75,0.0,0.0,0,payment.client0030@bankmail.com,0,not_fraud,0.0072051870393547,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0031,2026-04-02T05:43:58.064806+00:00,136,CASH_IN,69968.35,1536.0,71504.35,192563.91,122595.56,0,cashin.client0031@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0032,2026-04-02T11:43:58.064806+00:00,158,CASH_IN,110391.45,7729884.92,7840276.37,258694.42,148302.97,0,cashin.client0032@bankmail.com,0,not_fraud,0.0007771020368761,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0033,2026-04-02T17:43:58.064806+00:00,181,TRANSFER,84789.9,315113.0,230323.1,259159.78,517499.55,0,transfer.client0033@bankmail.com,0,not_fraud,0.0490672811622215,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0034,2026-04-02T23:43:58.064806+00:00,184,CASH_OUT,36996.87,0.0,0.0,3126464.73,3036111.14,0,cashout.client0034@bankmail.com,0,not_fraud,0.0296287439107287,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0035,2026-04-03T05:43:58.064806+00:00,322,CASH_OUT,87212.44,11178.0,0.0,719920.29,807132.73,0,cashout.client0035@bankmail.com,0,not_fraud,0.0421058364150205,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0036,2026-04-03T11:43:58.064806+00:00,681,PAYMENT,1924.25,23003.89,21079.65,0.0,0.0,0,payment.client0036@bankmail.com,0,not_fraud,0.0213044924310262,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0037,2026-04-03T17:43:58.064806+00:00,234,CASH_OUT,450489.27,450489.27,0.0,122047.64,572536.91,0,cashout.client0037@bankmail.com,1,fraud,0.558138654442624,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0038,2026-04-03T23:43:58.064806+00:00,304,CASH_OUT,337363.46,33184.0,0.0,20334.96,357698.42,0,cashout.client0038@bankmail.com,0,not_fraud,0.0851051537549971,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0039,2026-04-04T05:43:58.064806+00:00,258,PAYMENT,30415.22,337176.58,306761.36,0.0,0.0,0,payment.client0039@bankmail.com,0,not_fraud,0.0046758426051336,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0040,2026-04-04T11:43:58.064806+00:00,141,CASH_IN,264713.78,431.0,265144.78,1378292.83,1113579.05,0,cashin.client0040@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0041,2026-04-04T17:43:58.064806+00:00,354,CASH_IN,436110.86,2067739.47,2503850.33,8781246.01,8345135.15,0,cashin.client0041@bankmail.com,0,not_fraud,0.0097393689986282,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0042,2026-04-04T23:43:58.064806+00:00,163,CASH_OUT,143052.36,3124.13,0.0,407398.15,550450.5,0,cashout.client0042@bankmail.com,0,not_fraud,0.0063922773855566,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0043,2026-04-05T05:43:58.064806+00:00,485,TRANSFER,471906.6,471906.6,0.0,0.0,0.0,0,transfer.client0043@bankmail.com,1,fraud,0.9606446282427772,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0044,2026-04-05T11:43:58.064806+00:00,332,CASH_OUT,847.89,0.0,0.0,1864839.89,1865687.78,0,cashout.client0044@bankmail.com,0,not_fraud,0.020330288183747,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0045,2026-04-05T17:43:58.064806+00:00,300,CASH_OUT,285423.33,0.0,0.0,619462.89,904886.22,0,cashout.client0045@bankmail.com,0,not_fraud,0.0024114533064256,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0046,2026-04-05T23:43:58.064806+00:00,328,PAYMENT,48631.8,0.0,0.0,0.0,0.0,0,payment.client0046@bankmail.com,0,not_fraud,0.0073007952991947,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0047,2026-04-06T05:43:58.064806+00:00,183,CASH_IN,297098.59,20795470.64,21092569.23,1759079.63,1461981.04,0,cashin.client0047@bankmail.com,0,not_fraud,0.0007771020368761,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0048,2026-04-06T11:43:58.064806+00:00,36,CASH_OUT,240143.79,0.0,0.0,640975.19,881118.98,0,cashout.client0048@bankmail.com,0,not_fraud,0.0024114533064256,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0049,2026-04-06T17:43:58.064806+00:00,206,CASH_OUT,209060.66,0.0,0.0,965110.98,1174171.64,0,cashout.client0049@bankmail.com,0,not_fraud,0.0107742496983584,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0050,2026-04-06T23:43:58.064806+00:00,164,TRANSFER,177680.54,177680.54,0.0,0.0,0.0,0,transfer.client0050@bankmail.com,1,fraud,0.9311841681007782,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0051,2026-04-07T05:43:58.064806+00:00,229,CASH_OUT,185125.01,0.0,0.0,1460005.2,1645130.21,0,cashout.client0051@bankmail.com,0,not_fraud,0.0064207470871572,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0052,2026-04-07T11:43:58.064806+00:00,237,DEBIT,381.43,51194.0,50812.57,2339378.99,2339760.42,0,debit.client0052@bankmail.com,0,not_fraud,0.0653812657238452,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0053,2026-04-07T17:43:58.064806+00:00,226,CASH_OUT,29174.8,29174.8,0.0,4093.57,33268.36,0,cashout.client0053@bankmail.com,0,not_fraud,0.2992685760559555,0.5,random_forest,reported_fraud,1,Missed fraud scenario recovered by customer feedback.
realistic-prod-0054,2026-04-07T23:43:58.064806+00:00,157,PAYMENT,9244.05,59371.7,50127.65,0.0,0.0,0,payment.client0054@bankmail.com,0,not_fraud,0.0046758426051336,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0055,2026-04-08T05:43:58.064806+00:00,370,CASH_OUT,28342.12,0.0,0.0,933489.9,961832.01,0,cashout.client0055@bankmail.com,0,not_fraud,0.0024114533064256,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0056,2026-04-08T11:43:58.064806+00:00,38,TRANSFER,365955.43,879384.0,513428.57,704476.39,1070431.82,0,transfer.client0056@bankmail.com,0,not_fraud,0.1030818728897994,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0057,2026-04-08T17:43:58.064806+00:00,8,CASH_OUT,176383.26,0.0,0.0,698852.41,0.0,0,cashout.client0057@bankmail.com,0,not_fraud,0.1517240751676074,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0058,2026-04-08T23:43:58.064806+00:00,301,CASH_OUT,250331.7,33858.0,0.0,325306.15,575637.85,0,cashout.client0058@bankmail.com,0,not_fraud,0.0652184004837291,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0059,2026-04-09T05:43:58.064806+00:00,382,PAYMENT,19344.74,347816.0,328471.26,0.0,0.0,0,payment.client0059@bankmail.com,0,not_fraud,0.0046758426051336,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0060,2026-04-09T11:43:58.064806+00:00,188,CASH_OUT,161999.77,20939.0,0.0,14979.59,176979.37,0,cashout.client0060@bankmail.com,0,not_fraud,0.0273620871118799,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0061,2026-04-09T17:43:58.064806+00:00,250,CASH_OUT,2450.2,0.0,0.0,194780.34,197230.54,0,cashout.client0061@bankmail.com,0,not_fraud,0.026566830363612,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0062,2026-04-09T23:43:58.064806+00:00,38,PAYMENT,25586.65,39875.0,14288.35,0.0,0.0,0,payment.client0062@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0063,2026-04-10T05:43:58.064806+00:00,201,PAYMENT,706.58,468009.07,467302.49,0.0,0.0,0,payment.client0063@bankmail.com,0,not_fraud,0.0046758426051336,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0064,2026-04-10T11:43:58.064806+00:00,18,CASH_IN,284748.21,827.0,285575.21,180410.57,0.0,0,cashin.client0064@bankmail.com,0,not_fraud,0.0050399831649831,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0065,2026-04-10T17:43:58.064806+00:00,185,CASH_IN,86050.52,6004308.31,6090358.82,169666.56,83616.04,0,cashin.client0065@bankmail.com,0,not_fraud,0.0058276070873811,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0066,2026-04-10T23:43:58.064806+00:00,13,CASH_OUT,121683.72,0.0,0.0,3737854.6,3859538.32,0,cashout.client0066@bankmail.com,0,not_fraud,0.0167368537546242,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0067,2026-04-11T05:43:58.064806+00:00,358,PAYMENT,7961.36,52005.0,44043.64,0.0,0.0,0,payment.client0067@bankmail.com,0,not_fraud,0.0016496314837991,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0068,2026-04-11T11:43:58.064806+00:00,185,CASH_OUT,185708.91,15861.0,0.0,437798.92,623507.83,0,cashout.client0068@bankmail.com,0,not_fraud,0.0063922773855566,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0069,2026-04-11T17:43:58.064806+00:00,160,TRANSFER,28338.39,0.0,0.0,1400184.13,1428522.52,0,transfer.client0069@bankmail.com,0,not_fraud,0.018461186927557,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0070,2026-04-11T23:43:58.064806+00:00,393,PAYMENT,4301.41,20412.0,16110.59,0.0,0.0,0,payment.client0070@bankmail.com,0,not_fraud,0.0055555555555555,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0071,2026-04-12T05:43:58.064806+00:00,33,CASH_OUT,79328.68,21372.0,0.0,1141500.9,1230722.38,0,cashout.client0071@bankmail.com,0,not_fraud,0.0482761037299713,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0072,2026-04-12T11:43:58.064806+00:00,277,CASH_OUT,34121.96,24444.0,0.0,3595865.88,3629987.84,0,cashout.client0072@bankmail.com,0,not_fraud,0.2300825050701763,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0073,2026-04-12T17:43:58.064806+00:00,307,PAYMENT,6633.82,15457.0,8823.18,0.0,0.0,0,payment.client0073@bankmail.com,0,not_fraud,0.0072051870393547,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0074,2026-04-12T23:43:58.064806+00:00,501,CASH_OUT,73328.47,73328.47,0.0,121670.8,194999.27,0,cashout.client0074@bankmail.com,0,not_fraud,0.3791964479423303,0.5,random_forest,reported_fraud,1,Missed fraud scenario recovered by customer feedback.
realistic-prod-0075,2026-04-13T05:43:58.064806+00:00,371,CASH_IN,41241.38,6680095.21,6721336.59,260140.37,218898.99,0,cashin.client0075@bankmail.com,0,not_fraud,0.0007771020368761,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0076,2026-04-13T11:43:58.064806+00:00,42,PAYMENT,18951.13,32481.09,13529.97,0.0,0.0,0,payment.client0076@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0077,2026-04-13T17:43:58.064806+00:00,304,CASH_OUT,490006.42,0.0,0.0,1637856.98,2127863.4,0,cashout.client0077@bankmail.com,0,not_fraud,0.0040092937807316,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0078,2026-04-13T23:43:58.064806+00:00,33,TRANSFER,3295227.84,3295227.84,0.0,0.0,0.0,0,transfer.client0078@bankmail.com,1,fraud,0.962909444017504,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0079,2026-04-14T05:43:58.064806+00:00,250,CASH_OUT,265528.27,0.0,0.0,495955.68,761483.95,0,cashout.client0079@bankmail.com,0,not_fraud,0.0024114533064256,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0080,2026-04-14T11:43:58.064806+00:00,12,PAYMENT,10431.84,22056.0,11624.16,0.0,0.0,0,payment.client0080@bankmail.com,0,not_fraud,0.0046740288675772,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0081,2026-04-14T17:43:58.064806+00:00,301,CASH_OUT,7208.14,55163.0,47954.86,590356.63,597564.77,0,cashout.client0081@bankmail.com,0,not_fraud,0.0846844651302842,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0082,2026-04-14T23:43:58.064806+00:00,155,CASH_IN,184953.86,150.0,185103.86,151281.83,0.0,0,cashin.client0082@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0083,2026-04-15T05:43:58.064806+00:00,11,CASH_OUT,257192.65,0.0,0.0,10539910.6,10797103.26,0,cashout.client0083@bankmail.com,0,not_fraud,0.0121248760923866,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0084,2026-04-15T11:43:58.064806+00:00,401,CASH_OUT,161563.87,0.0,0.0,537350.15,698914.02,0,cashout.client0084@bankmail.com,0,not_fraud,0.0024114533064256,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0085,2026-04-15T17:43:58.064806+00:00,436,TRANSFER,842554.02,842554.02,0.0,0.0,0.0,0,transfer.client0085@bankmail.com,1,fraud,0.9891837574397758,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0086,2026-04-15T23:43:58.064806+00:00,273,TRANSFER,143964.68,41069.0,0.0,3864972.71,4008937.39,0,transfer.client0086@bankmail.com,0,not_fraud,0.0906015146026468,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0087,2026-04-16T05:43:58.064806+00:00,42,CASH_IN,207352.15,2547301.66,2754653.8,584104.9,376752.75,0,cashin.client0087@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0088,2026-04-16T11:43:58.064806+00:00,642,PAYMENT,16822.98,0.0,0.0,0.0,0.0,0,payment.client0088@bankmail.com,0,not_fraud,0.0145974065707134,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0089,2026-04-16T17:43:58.064806+00:00,203,CASH_OUT,181405.54,0.0,0.0,8568950.83,8750356.37,0,cashout.client0089@bankmail.com,0,not_fraud,0.0067445628932814,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0090,2026-04-16T23:43:58.064806+00:00,42,PAYMENT,1735.11,72842.0,71106.89,0.0,0.0,0,payment.client0090@bankmail.com,0,not_fraud,0.0046758426051336,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0091,2026-04-17T05:43:58.064806+00:00,265,CASH_OUT,5721871.91,5721871.91,0.0,146633.42,5868505.33,0,cashout.client0091@bankmail.com,1,fraud,0.9669477080273706,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0092,2026-04-17T11:43:58.064806+00:00,44,CASH_IN,134548.09,2896380.79,3030928.88,1380114.08,1245565.99,0,cashin.client0092@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0093,2026-04-17T17:43:58.064806+00:00,505,TRANSFER,2251225.38,2251225.38,0.0,0.0,0.0,0,transfer.client0093@bankmail.com,1,fraud,0.997120204371904,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0094,2026-04-17T23:43:58.064806+00:00,140,CASH_OUT,104446.97,15635.0,0.0,10125.0,114571.97,0,cashout.client0094@bankmail.com,0,not_fraud,0.0285401581355653,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0095,2026-04-18T05:43:58.064806+00:00,290,CASH_IN,253783.11,5340674.28,5594457.4,6379178.61,6125395.5,0,cashin.client0095@bankmail.com,0,not_fraud,0.0007771020368761,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0096,2026-04-18T11:43:58.064806+00:00,380,CASH_OUT,213881.53,4073.0,0.0,2032567.43,2246448.96,0,cashout.client0096@bankmail.com,0,not_fraud,0.0067445628932814,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0097,2026-04-18T17:43:58.064806+00:00,725,CASH_OUT,123259.24,123259.24,0.0,1175578.47,1298837.71,0,cashout.client0097@bankmail.com,1,fraud,0.5155018932899692,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0098,2026-04-18T23:43:58.064806+00:00,152,TRANSFER,102945.99,102945.99,0.0,0.0,0.0,0,transfer.client0098@bankmail.com,1,fraud,0.940867290262045,0.5,random_forest,reported_fraud,1,Customer confirmed this transaction as fraud after investigation.
realistic-prod-0099,2026-04-19T05:43:58.064806+00:00,400,PAYMENT,27837.97,95915.03,68077.05,0.0,0.0,0,payment.client0099@bankmail.com,0,not_fraud,0.0046758426051336,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0100,2026-04-19T11:43:58.064806+00:00,377,CASH_IN,365772.64,2740086.51,3105859.15,815003.96,449231.31,0,cashin.client0100@bankmail.com,0,not_fraud,0.0,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0101,2026-04-19T17:43:58.064806+00:00,17,CASH_OUT,96226.97,571.0,0.0,308627.0,404853.97,0,cashout.client0101@bankmail.com,0,not_fraud,0.0110042550477943,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
realistic-prod-0102,2026-04-19T23:43:58.064806+00:00,278,CASH_OUT,60840.75,50502.0,0.0,146368.26,207209.0,0,cashout.client0102@bankmail.com,0,not_fraud,0.2565522615706778,0.5,random_forest,confirmed_legit,0,Customer confirmed this transaction as legitimate.
